media_erro,std_erro,media_features,std_features
0.09588676374701152,0.014565934815927257,10.5,4.904079934095692
0.10014670723755707,0.013482646203014861,8.924999999999999,2.9781495932877515
0.09814714192566834,0.009066124713029158,9.0,3.3166247903554
0.09982612475548794,0.012896050521194892,8.575,3.300662812224236
0.09408280808519887,0.014680556285494122,10.0,2.5099800796022267
0.10415670506411649,0.019534956235313535,9.0,3.847076812334269
0.10152684199087156,0.015606089268954014,9.15,3.7586566749305526
0.09867963486198653,0.015614660675941357,10.5,5.5362442142665635
0.0958378613344925,0.01049357155694821,9.25,2.6433879775772606
0.09840795479243643,0.01144389079262906,8.65,3.8829756630707846
0.09769071940882415,0.013624801806195559,8.975,2.4237109976232727
0.10249402303846991,0.012459700583992322,8.65,3.4752697737010285
0.09372419039339273,0.015824862892740276,10.399999999999999,3.315116890850155
0.10770484677244077,0.02340074671923106,9.950000000000001,5.852136362047624
0.10063573136274724,0.013242701031371927,8.975,4.719573603621411
0.09926320365138014,0.014395819606798506,9.366666666666667,3.7642430786392156
